Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Amoxicillin,Antiseptic,Injection,249 mg,Eli Lilly and Company,Wound,Over-the-Counter
Ibuprostatin,Antidiabetic,Inhaler,334 mg,Roche Holding AG,Pain,Over-the-Counter
Dextrovir,Antiseptic,Capsule,623 mg,Roche Holding AG,Wound,Over-the-Counter
Dolonazole,Antiviral,Syrup,18 mg,Bayer AG,Pain,Over-the-Counter
Dextroprofen,Antiviral,Syrup,199 mg,Eli Lilly and Company,Virus,Prescription
Cefmycin,Antibiotic,Capsule,759 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Metonazole,Antipyretic,Cream,571 mg,AstraZeneca plc,Fungus,Prescription
Amoxiphen,Antiseptic,Injection,534 mg,Novo Nordisk A/S,Infection,Prescription
Acetomet,Antiseptic,Ointment,828 mg,Biogen Inc.,Infection,Over-the-Counter
Dolomet,Analgesic,Capsule,189 mg,Roche Holding AG,Wound,Over-the-Counter
Clarimet,Antiseptic,Capsule,674 mg,GlaxoSmithKline plc,Virus,Prescription
Metostatin,Analgesic,Drops,786 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Ibuprophen,Antipyretic,Inhaler,824 mg,Bayer AG,Infection,Prescription
Dextromycin,Antidiabetic,Cream,265 mg,"Gilead Sciences, Inc.",Wound,Prescription
Ibuprophen,Antibiotic,Ointment,594 mg,Biogen Inc.,Fever,Over-the-Counter
Amoximycin,Analgesic,Ointment,855 mg,Sanofi S.A.,Fever,Over-the-Counter
Metomycin,Antifungal,Cream,891 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Doloprofen,Antidepressant,Cream,69 mg,Bayer AG,Diabetes,Prescription
Metovir,Antiseptic,Drops,841 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Clariprofen,Antifungal,Inhaler,363 mg,"Merck & Co., Inc.",Depression,Prescription
Dolocillin,Antifungal,Ointment,322 mg,AbbVie Inc.,Virus,Over-the-Counter
Cefvir,Antidiabetic,Cream,123 mg,AstraZeneca plc,Infection,Prescription
Dolomet,Antipyretic,Drops,484 mg,GlaxoSmithKline plc,Fever,Prescription
Ibuprocillin,Antiviral,Ointment,808 mg,CSL Limited,Diabetes,Over-the-Counter
Dextrophen,Antiviral,Cream,596 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Amoxiprofen,Antipyretic,Ointment,98 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextromycin,Antiseptic,Cream,138 mg,Johnson & Johnson,Depression,Prescription
Amoxiprofen,Antipyretic,Cream,976 mg,Novo Nordisk A/S,Pain,Over-the-Counter
Amoxistatin,Antibiotic,Tablet,693 mg,"Gilead Sciences, Inc.",Depression,Prescription
Ibuproprofen,Antidiabetic,Injection,867 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Acetostatin,Antiseptic,Cream,795 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Clariphen,Antipyretic,Cream,214 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Dolovir,Antibiotic,Drops,214 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextroprofen,Antibiotic,Ointment,947 mg,Amgen Inc.,Depression,Over-the-Counter
Dextroprofen,Antidepressant,Injection,694 mg,Amgen Inc.,Depression,Over-the-Counter
Metostatin,Antifungal,Drops,489 mg,Amgen Inc.,Fungus,Over-the-Counter
Dolomet,Antidepressant,Cream,245 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Ibupromet,Antidepressant,Drops,966 mg,Amgen Inc.,Pain,Over-the-Counter
Dextrophen,Antiseptic,Inhaler,904 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Acetophen,Antidepressant,Inhaler,97 mg,Sanofi S.A.,Fungus,Prescription
Amoxiphen,Antidiabetic,Injection,494 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Clarimycin,Antidiabetic,Syrup,728 mg,CSL Limited,Virus,Prescription
Acetophen,Antibiotic,Injection,591 mg,Eli Lilly and Company,Depression,Over-the-Counter
Cefnazole,Antidiabetic,Tablet,774 mg,Eli Lilly and Company,Virus,Prescription
Amoximet,Antibiotic,Capsule,708 mg,AstraZeneca plc,Infection,Over-the-Counter
Dolophen,Antifungal,Drops,871 mg,Bayer AG,Depression,Over-the-Counter
Dextromet,Antidepressant,Tablet,222 mg,Bayer AG,Wound,Prescription
Clarimet,Antidiabetic,Injection,493 mg,Eli Lilly and Company,Infection,Over-the-Counter
Dolomet,Antipyretic,Injection,76 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefnazole,Antibiotic,Drops,545 mg,AstraZeneca plc,Pain,Prescription
Acetomycin,Antidepressant,Tablet,48 mg,Eli Lilly and Company,Infection,Over-the-Counter
Metostatin,Antiviral,Tablet,57 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Acetomycin,Analgesic,Cream,807 mg,Roche Holding AG,Virus,Prescription
Acetocillin,Antipyretic,Inhaler,346 mg,AbbVie Inc.,Pain,Over-the-Counter
Clarivir,Analgesic,Cream,174 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetocillin,Antiviral,Capsule,114 mg,"Merck & Co., Inc.",Diabetes,Prescription
Acetoprofen,Antipyretic,Capsule,560 mg,Novartis AG,Fungus,Over-the-Counter
Ibuprophen,Antidiabetic,Injection,335 mg,Johnson & Johnson,Fungus,Over-the-Counter
Metovir,Antidiabetic,Cream,288 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Ibuprophen,Analgesic,Tablet,492 mg,CSL Limited,Diabetes,Over-the-Counter
Metomycin,Antidiabetic,Syrup,111 mg,Sanofi S.A.,Infection,Over-the-Counter
Acetomycin,Analgesic,Injection,177 mg,Biogen Inc.,Diabetes,Over-the-Counter
Clariphen,Antipyretic,Injection,353 mg,Roche Holding AG,Fever,Prescription
Ibupronazole,Antipyretic,Cream,23 mg,Sanofi S.A.,Depression,Over-the-Counter
Dextrocillin,Antipyretic,Tablet,715 mg,Roche Holding AG,Depression,Prescription
Metoprofen,Antibiotic,Ointment,285 mg,Bristol-Myers Squibb Company,Depression,Prescription
Dextrovir,Antiviral,Cream,545 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription
Ibuproprofen,Antiseptic,Inhaler,838 mg,Bayer AG,Virus,Over-the-Counter
Clarivir,Antipyretic,Ointment,150 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Acetonazole,Antiviral,Capsule,503 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Amoximet,Antibiotic,Ointment,516 mg,AbbVie Inc.,Wound,Over-the-Counter
Dextromycin,Antiviral,Tablet,330 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Ibupromet,Antidepressant,Syrup,384 mg,GlaxoSmithKline plc,Wound,Over-the-Counter
Dolocillin,Antibiotic,Drops,673 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Cefprofen,Analgesic,Drops,252 mg,AbbVie Inc.,Virus,Prescription
Acetophen,Antiviral,Inhaler,578 mg,Eli Lilly and Company,Fever,Prescription
Metostatin,Antifungal,Drops,428 mg,Novartis AG,Pain,Prescription
Cefphen,Antidiabetic,Tablet,828 mg,Sanofi S.A.,Wound,Prescription
Amoxicillin,Antidiabetic,Capsule,272 mg,"Gilead Sciences, Inc.",Infection,Over-the-Counter
Dextromet,Antipyretic,Inhaler,285 mg,Bayer AG,Depression,Over-the-Counter
Dextrocillin,Antiviral,Tablet,37 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Amoxiprofen,Antidiabetic,Syrup,521 mg,Amgen Inc.,Depression,Prescription
Amoxivir,Antifungal,Cream,880 mg,Boehringer Ingelheim GmbH,Fungus,Over-the-Counter
Dextrostatin,Antiviral,Drops,105 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Ibuprocillin,Antidepressant,Drops,870 mg,Johnson & Johnson,Infection,Prescription
Clariprofen,Antifungal,Inhaler,944 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Dolostatin,Antipyretic,Ointment,393 mg,Amgen Inc.,Diabetes,Prescription
Acetoprofen,Antiviral,Ointment,730 mg,Johnson & Johnson,Fever,Prescription
Acetomycin,Antibiotic,Capsule,8 mg,CSL Limited,Infection,Over-the-Counter
Amoxivir,Antiseptic,Ointment,563 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Amoxistatin,Antipyretic,Ointment,969 mg,Johnson & Johnson,Fever,Prescription
Clarinazole,Antiviral,Tablet,922 mg,Sanofi S.A.,Pain,Prescription
Cefcillin,Antidiabetic,Ointment,347 mg,CSL Limited,Fever,Over-the-Counter
Clarimycin,Antiviral,Injection,37 mg,Roche Holding AG,Infection,Over-the-Counter
Dolovir,Antiviral,Capsule,152 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Claristatin,Antibiotic,Capsule,462 mg,"Merck & Co., Inc.",Infection,Prescription
Metomycin,Antibiotic,Cream,340 mg,Novartis AG,Depression,Prescription
Metostatin,Antiseptic,Capsule,492 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Cefvir,Antidepressant,Injection,126 mg,AstraZeneca plc,Pain,Prescription
Cefcillin,Antifungal,Capsule,460 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Amoxistatin,Antiseptic,Drops,928 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Clarimycin,Antiseptic,Drops,790 mg,Eli Lilly and Company,Virus,Prescription
Acetovir,Antiseptic,Syrup,209 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Acetomycin,Analgesic,Tablet,848 mg,Amgen Inc.,Infection,Prescription
Acetomycin,Antipyretic,Injection,961 mg,Sanofi S.A.,Depression,Prescription
Claricillin,Antiviral,Syrup,621 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Dextromycin,Antidiabetic,Capsule,870 mg,Roche Holding AG,Pain,Prescription
Dolomycin,Antiviral,Ointment,645 mg,"Gilead Sciences, Inc.",Wound,Prescription
Dolophen,Antidepressant,Syrup,859 mg,GlaxoSmithKline plc,Wound,Prescription
Ibuprovir,Antidepressant,Inhaler,982 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Cefprofen,Antiviral,Capsule,560 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Cefcillin,Antidepressant,Drops,544 mg,Pfizer Inc.,Wound,Over-the-Counter
Dextrophen,Antidepressant,Injection,194 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Dolostatin,Antipyretic,Capsule,679 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Clarivir,Antiviral,Tablet,877 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Acetostatin,Analgesic,Injection,838 mg,Biogen Inc.,Depression,Over-the-Counter
Amoximet,Antiviral,Tablet,336 mg,Johnson & Johnson,Depression,Over-the-Counter
Cefmet,Antidepressant,Drops,762 mg,AbbVie Inc.,Fever,Over-the-Counter
Metostatin,Antidiabetic,Injection,683 mg,GlaxoSmithKline plc,Diabetes,Prescription
Amoximycin,Antidepressant,Capsule,324 mg,GlaxoSmithKline plc,Virus,Prescription
Amoxiprofen,Analgesic,Capsule,60 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Cefcillin,Antidiabetic,Inhaler,458 mg,CSL Limited,Diabetes,Over-the-Counter
Dextroprofen,Antifungal,Injection,760 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibuproprofen,Analgesic,Ointment,972 mg,Novo Nordisk A/S,Infection,Prescription
Cefphen,Antidiabetic,Injection,183 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter
Ibupromet,Antiseptic,Drops,997 mg,AstraZeneca plc,Pain,Over-the-Counter
Ibuprophen,Antiseptic,Tablet,908 mg,CSL Limited,Fever,Prescription
Clarimycin,Antiseptic,Drops,284 mg,AbbVie Inc.,Fungus,Prescription
Dolomet,Antipyretic,Capsule,229 mg,Sanofi S.A.,Virus,Over-the-Counter
Amoximet,Antifungal,Drops,880 mg,AbbVie Inc.,Diabetes,Prescription
Cefcillin,Antifungal,Capsule,828 mg,Pfizer Inc.,Pain,Prescription
Clarivir,Analgesic,Cream,539 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibupromycin,Antidepressant,Drops,123 mg,Pfizer Inc.,Diabetes,Prescription
Amoxivir,Antidepressant,Inhaler,799 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Acetomycin,Antifungal,Tablet,795 mg,Novo Nordisk A/S,Diabetes,Prescription
Amoxiprofen,Antifungal,Tablet,866 mg,CSL Limited,Diabetes,Prescription
Cefvir,Antipyretic,Ointment,210 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Dextrophen,Antifungal,Tablet,313 mg,Bristol-Myers Squibb Company,Infection,Over-the-Counter
Dextrocillin,Antiseptic,Injection,805 mg,Sanofi S.A.,Diabetes,Prescription
Acetomet,Antiviral,Capsule,623 mg,"Merck & Co., Inc.",Diabetes,Over-the-Counter
Dextromycin,Antiviral,Tablet,920 mg,GlaxoSmithKline plc,Fever,Prescription
Amoxivir,Antipyretic,Tablet,699 mg,"Gilead Sciences, Inc.",Wound,Prescription
Acetocillin,Analgesic,Capsule,851 mg,Novartis AG,Virus,Prescription
Cefcillin,Antidepressant,Injection,892 mg,AstraZeneca plc,Pain,Over-the-Counter
Acetovir,Antipyretic,Capsule,23 mg,CSL Limited,Wound,Prescription
Cefvir,Antiseptic,Syrup,510 mg,Novartis AG,Infection,Prescription
Ibuprophen,Antifungal,Injection,908 mg,Biogen Inc.,Diabetes,Prescription
Ibupromet,Antiseptic,Ointment,146 mg,AbbVie Inc.,Diabetes,Prescription
Acetovir,Antidiabetic,Capsule,464 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Dolophen,Antibiotic,Inhaler,504 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Acetonazole,Antiviral,Tablet,939 mg,Novo Nordisk A/S,Virus,Prescription
Doloprofen,Antidepressant,Tablet,439 mg,Biogen Inc.,Virus,Prescription
Metophen,Antipyretic,Syrup,778 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Dolovir,Antidiabetic,Ointment,627 mg,Bayer AG,Virus,Prescription
Amoxiprofen,Antidiabetic,Injection,94 mg,Eli Lilly and Company,Diabetes,Prescription
Ibuprostatin,Antidiabetic,Injection,732 mg,Bayer AG,Diabetes,Prescription
Metostatin,Analgesic,Cream,29 mg,Sanofi S.A.,Fungus,Over-the-Counter
Metonazole,Antibiotic,Cream,782 mg,GlaxoSmithKline plc,Fever,Over-the-Counter
Ibuprovir,Analgesic,Drops,699 mg,AstraZeneca plc,Diabetes,Over-the-Counter
Acetonazole,Antifungal,Capsule,159 mg,Amgen Inc.,Fungus,Prescription
Dolomet,Antiseptic,Drops,905 mg,Roche Holding AG,Infection,Over-the-Counter
Amoxiphen,Antiviral,Capsule,145 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Dextroprofen,Antifungal,Tablet,690 mg,Roche Holding AG,Virus,Prescription
Amoxicillin,Antidepressant,Drops,822 mg,Amgen Inc.,Wound,Over-the-Counter
Acetovir,Antidepressant,Injection,810 mg,Novartis AG,Virus,Over-the-Counter
Cefmet,Antidepressant,Ointment,617 mg,Johnson & Johnson,Fungus,Prescription
Ibuprophen,Antipyretic,Injection,705 mg,Novo Nordisk A/S,Diabetes,Prescription
Cefprofen,Antidepressant,Capsule,591 mg,Amgen Inc.,Virus,Over-the-Counter
Dextrocillin,Antibiotic,Cream,92 mg,Novo Nordisk A/S,Depression,Over-the-Counter
Clariprofen,Antipyretic,Ointment,104 mg,Eli Lilly and Company,Wound,Over-the-Counter
Dextrostatin,Antiviral,Syrup,756 mg,Sanofi S.A.,Virus,Prescription
Acetomet,Antidepressant,Syrup,864 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Acetophen,Analgesic,Injection,3 mg,Novo Nordisk A/S,Fever,Prescription
Dolonazole,Antibiotic,Ointment,47 mg,Bayer AG,Fungus,Over-the-Counter
Dolostatin,Antidepressant,Tablet,967 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Cefstatin,Antiseptic,Ointment,616 mg,Pfizer Inc.,Fever,Prescription
Dolomycin,Antipyretic,Capsule,29 mg,GlaxoSmithKline plc,Fungus,Prescription
Metoprofen,Antifungal,Cream,961 mg,Pfizer Inc.,Wound,Over-the-Counter
Clariphen,Analgesic,Injection,346 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Acetomet,Antibiotic,Injection,919 mg,Novartis AG,Wound,Over-the-Counter
Ibuprophen,Antifungal,Tablet,904 mg,AstraZeneca plc,Infection,Prescription
Dolomycin,Antipyretic,Ointment,815 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Claristatin,Antidiabetic,Cream,729 mg,AstraZeneca plc,Diabetes,Prescription
Ibuprovir,Antiseptic,Injection,430 mg,Amgen Inc.,Pain,Prescription
Clarimet,Antidiabetic,Drops,687 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription
Clarinazole,Antiseptic,Drops,869 mg,Sanofi S.A.,Wound,Prescription
Ibuprostatin,Antibiotic,Drops,451 mg,"Gilead Sciences, Inc.",Depression,Prescription
Dolophen,Antiseptic,Tablet,995 mg,AstraZeneca plc,Infection,Over-the-Counter
Metoprofen,Antipyretic,Injection,770 mg,Johnson & Johnson,Pain,Prescription
Cefmycin,Antidiabetic,Inhaler,133 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter
Dextrostatin,Antibiotic,Inhaler,589 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Ibuprocillin,Antiviral,Cream,735 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Acetomet,Antiseptic,Syrup,82 mg,Johnson & Johnson,Fever,Prescription
Acetocillin,Antiseptic,Injection,106 mg,AstraZeneca plc,Infection,Prescription
Metomycin,Antiviral,Tablet,732 mg,Sanofi S.A.,Virus,Over-the-Counter
Ibuprocillin,Antipyretic,Injection,844 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Clarimet,Analgesic,Drops,431 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dolomet,Antiviral,Cream,191 mg,"Merck & Co., Inc.",Depression,Prescription
Clariprofen,Antipyretic,Injection,563 mg,Pfizer Inc.,Pain,Prescription
Ibuprostatin,Antibiotic,Ointment,743 mg,Bayer AG,Fever,Prescription
Metomycin,Antibiotic,Ointment,605 mg,Biogen Inc.,Diabetes,Over-the-Counter
Metomet,Antidepressant,Cream,888 mg,Roche Holding AG,Fever,Prescription
Clarimycin,Antidepressant,Capsule,653 mg,"Merck & Co., Inc.",Fungus,Prescription
Cefnazole,Antibiotic,Ointment,469 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Metophen,Antiseptic,Injection,945 mg,Roche Holding AG,Depression,Over-the-Counter
Acetocillin,Antidepressant,Injection,155 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Cefstatin,Antidepressant,Ointment,958 mg,Eli Lilly and Company,Wound,Over-the-Counter
Clariprofen,Antiseptic,Syrup,387 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Dolocillin,Antiseptic,Injection,17 mg,"Gilead Sciences, Inc.",Fever,Prescription
Dextrophen,Antidiabetic,Tablet,632 mg,Roche Holding AG,Infection,Prescription
Metomycin,Antipyretic,Syrup,96 mg,Bristol-Myers Squibb Company,Depression,Prescription
Clariprofen,Antiseptic,Cream,358 mg,"Merck & Co., Inc.",Infection,Over-the-Counter
Amoximycin,Analgesic,Injection,431 mg,Bayer AG,Fever,Prescription
Dextromet,Antidiabetic,Injection,553 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Dextrocillin,Antiviral,Cream,623 mg,Boehringer Ingelheim GmbH,Depression,Over-the-Counter
Metomycin,Analgesic,Ointment,634 mg,Biogen Inc.,Depression,Over-the-Counter
Ibuprophen,Antidiabetic,Inhaler,431 mg,AstraZeneca plc,Depression,Over-the-Counter
Dolovir,Antiviral,Capsule,878 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Dextroprofen,Antidiabetic,Injection,777 mg,Pfizer Inc.,Fungus,Prescription
Claricillin,Antifungal,Cream,685 mg,Amgen Inc.,Fever,Over-the-Counter
Clarimet,Antidiabetic,Capsule,14 mg,CSL Limited,Pain,Prescription
Dolovir,Analgesic,Injection,567 mg,Amgen Inc.,Virus,Prescription
Ibupronazole,Antibiotic,Tablet,172 mg,Boehringer Ingelheim GmbH,Fungus,Prescription
Metomycin,Antiseptic,Drops,754 mg,Bayer AG,Virus,Prescription
Clariprofen,Analgesic,Injection,165 mg,CSL Limited,Fungus,Prescription
Dolovir,Antiviral,Cream,526 mg,AstraZeneca plc,Wound,Over-the-Counter
Ibupromycin,Antiviral,Tablet,655 mg,Amgen Inc.,Infection,Prescription
Clarimycin,Antibiotic,Ointment,723 mg,AbbVie Inc.,Fever,Prescription
Clariprofen,Antidepressant,Syrup,198 mg,Pfizer Inc.,Virus,Over-the-Counter
Amoxistatin,Antiseptic,Ointment,841 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Cefprofen,Antipyretic,Injection,205 mg,Eli Lilly and Company,Depression,Prescription
Cefstatin,Antidepressant,Injection,123 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter
Amoximycin,Antidepressant,Cream,802 mg,Johnson & Johnson,Wound,Prescription
Ibuprostatin,Antibiotic,Inhaler,971 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Metovir,Antiseptic,Cream,433 mg,Amgen Inc.,Fungus,Over-the-Counter
Acetocillin,Antipyretic,Syrup,735 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Amoxinazole,Antiseptic,Ointment,349 mg,GlaxoSmithKline plc,Pain,Prescription
Metophen,Antidiabetic,Tablet,593 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Acetonazole,Antipyretic,Cream,875 mg,AstraZeneca plc,Virus,Prescription
Dextromycin,Analgesic,Ointment,676 mg,Novo Nordisk A/S,Infection,Over-the-Counter
Acetostatin,Antiseptic,Tablet,337 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Cefphen,Antiviral,Injection,393 mg,Roche Holding AG,Pain,Over-the-Counter
Amoxicillin,Antiseptic,Tablet,725 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Dolonazole,Analgesic,Capsule,278 mg,Eli Lilly and Company,Wound,Over-the-Counter
Cefcillin,Antidiabetic,Capsule,319 mg,"Merck & Co., Inc.",Pain,Prescription
Cefmet,Antiviral,Tablet,935 mg,Johnson & Johnson,Infection,Over-the-Counter
Amoxicillin,Antiseptic,Ointment,180 mg,CSL Limited,Fever,Over-the-Counter
Amoxiphen,Antidepressant,Syrup,784 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Metoprofen,Antidiabetic,Drops,298 mg,Biogen Inc.,Pain,Over-the-Counter
Metomet,Antibiotic,Capsule,20 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Dolocillin,Antibiotic,Ointment,534 mg,"Merck & Co., Inc.",Pain,Over-the-Counter
Dextrovir,Antipyretic,Drops,695 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Ibuprostatin,Antibiotic,Injection,259 mg,Bayer AG,Infection,Prescription
Dolophen,Antiseptic,Injection,82 mg,Biogen Inc.,Wound,Prescription
Amoximet,Antibiotic,Drops,384 mg,AbbVie Inc.,Wound,Prescription
Clarimycin,Antiseptic,Capsule,327 mg,Pfizer Inc.,Virus,Over-the-Counter
Ibuprovir,Antipyretic,Inhaler,882 mg,Novo Nordisk A/S,Virus,Prescription
Acetonazole,Antifungal,Drops,924 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter
Ibuprovir,Antipyretic,Syrup,645 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Cefvir,Antipyretic,Tablet,431 mg,AbbVie Inc.,Fungus,Prescription
Metophen,Antiseptic,Capsule,207 mg,Biogen Inc.,Virus,Prescription
Cefmet,Antiviral,Capsule,119 mg,Eli Lilly and Company,Infection,Prescription
Amoxinazole,Antiseptic,Tablet,184 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Clariprofen,Antibiotic,Injection,538 mg,Roche Holding AG,Fever,Prescription
Dextronazole,Antiseptic,Injection,854 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Acetostatin,Antipyretic,Tablet,247 mg,CSL Limited,Pain,Prescription
Metonazole,Antifungal,Drops,939 mg,Roche Holding AG,Depression,Prescription
Ibupronazole,Analgesic,Syrup,287 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Clarivir,Antipyretic,Injection,200 mg,Novartis AG,Fungus,Over-the-Counter
